County,Jurisdiction,Clerk,Address,Hours
BARRY,THORNAPPLE TOWNSHIP,KATHY MEDENBLIK,"200 E MAIN ST,MIDDLEVILLE,MI,49333",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BARRY,WOODLAND TOWNSHIP,ELIZABETH BUSK,"156 S MAIN STREET,WOODLAND,MI,48897",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BARRY,YANKEE SPRINGS TOWNSHIP,TOM HOPKINS,"284 N BRIGGS RD,MIDDLEVILLE,MI,49333",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,AUBURN CITY,BRYNA SCHROUDER,"113 E. ELM STREET,AUBURN,MI,48611",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,BANGOR TOWNSHIP,DAWN BUBLITZ,"180 STATE PARK DRIVE,NEAR ENTRANCE TO ADMIN BLDG,BAY CITY,MI,48706",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,BAY CITY CITY,TEMA J LUCERO,"301 WASHINGTON AVENUE,BAY CITY,MI,48708",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,BAY CITY CITY,TEMA J LUCERO,"617 SOUTH HENRY STREET,BAY CITY,MI,48706",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,BEAVER TOWNSHIP,APRIL HISTED,"1850 S. GARFIELD RD.,AUBURN,MI,48611",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,ESSEXVILLE CITY,SARAH J WILCOX,"1107 WOODSIDE AVENUE,ESSEXVILLE,MI,48732",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,FRANKENLUST TOWNSHIP,DEE ANN LAPAN,"2401 DELTA ROAD,BAY CITY,MI,48706",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,FRASER TOWNSHIP,PATRICIA POWERS,"1474 N Mackinaw Rd,Linwood,MI,48634",24/7
BAY,GARFIELD TOWNSHIP,SEAN GORMAN,"1138 W ERICKSON RD,LINWOOD,MI,48634",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,GIBSON TOWNSHIP,CHRISTINE COUSINEAU,"6151 CARTER RD.,BENTLEY,MI,48613",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,HAMPTON TOWNSHIP,AMANDA DEWYSE,"801 W. Center Road,Essexville,MI,48732",24/7
BAY,KAWKAWLIN TOWNSHIP,BRIAN WALDEE,"1836 E PARISH RD,KAWKAWLIN,MI,48631",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,MERRITT TOWNSHIP,KATHY PARRENT,"48 E. MUNGER RD,MUNGER,MI,48747",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,MONITOR TOWNSHIP,"LINDA STEWART, MIPMC","2483 MIDLAND RD,BAY CITY,MI,48706",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,MOUNT FOREST TOWNSHIP,LINDA HOFFMAN,"1705 W Cody Estey Rd,Pinconning,MI,48650",24/7
BAY,PINCONNING CITY,JESSICA  VIEW,"208 S. Manitou St.,Pinconning,MI,48650",24/7
BAY,PINCONNING TOWNSHIP,MACHELE FAITH,"1751  CODY ESTEY ROAD,PINCONNING,MI,48650",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,PORTSMOUTH TOWNSHIP,JUDITH F BUKOWSKI,"1711  W. CASS AVE. RD.,IN ENTRANCE TO OFFICE.,BAY CITY,MI,48708",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BAY,WILLIAMS TOWNSHIP,KELLIE ANDRUS,"1080 W MIDLAND RD,AUBURN,MI,48611",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,ALMIRA TOWNSHIP,TAMMY CLOUS,"7276 OLE WHITE DRIVE,LAKE ANN,MI,49650",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
BENZIE,BENZONIA TOWNSHIP,DIANA HELLER,"1020 MICHIGAN AVE.,BENZONIA,MI,49616",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,BLAINE TOWNSHIP,MARJORIE ROHN,"4760 HERRING GROVE ROAD,ARCADIA,MI,49613",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,COLFAX TOWNSHIP,DE ANN MOSHER,"7607 MICHIGAN AVE,THOMPSONVILLE,MI,49683",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,CRYSTAL LAKE TOWNSHIP,JUDY VANMETER,"1651 FRANKFORT HWY. (TOWNSHIP HALL),(CORNER OF M-115 & AIRPORT),FRANKFORT,MI,49635",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,FRANKFORT CITY,CHRISTINE SPENCE,"412 MAIN STREET,FRANKFORT,MI,49635",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,GILMORE TOWNSHIP,AMANDA ROMMELL,"401 FIRST STREET,ELBERTA,MI,49628",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,HOMESTEAD TOWNSHIP,KIT WILSON,"11508 HONOR HWY,HONOR,MI,49640",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,INLAND TOWNSHIP,ROSE WIRTH,"19668 HONOR HWY,INTERLOCHEN,MI,49643",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,JOYFIELD TOWNSHIP,DODIE PUTNEY,"5490 BENZIE HIGHWAY,BENZONIA,MI,49616",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,LAKE TOWNSHIP,PENNY GEORGEVICH,"5153 SCENIC HWY.,HONOR,MI,49640",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,PLATTE TOWNSHIP,ALISON MICHALAK,"11935 FOWLER ROAD,HONOR,MI,49640",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BENZIE,WELDON TOWNSHIP,FRAN GRIFFIN,"14731 THOMPSON AVENUE,THOMPSONVILLE,MI,49683",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BAINBRIDGE TOWNSHIP,SAMANTHA DROSKIE,"7315 TERRITORIAL ROAD,WATERVLIET,MI,49098",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BARODA TOWNSHIP,CHRISTINA PRICE,"9091 FIRST ST,BARODA,MI,49101",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BENTON CHARTER TOWNSHIP,CAROLYN PHILLIPS,"1725 TERRITORIAL RD,BENTON HARBOR,MI,49022",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BENTON HARBOR CITY,TIFFANY MOORE,"200 E. WALL,BENTON HARBOR,MI,49022",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BERRIEN TOWNSHIP,TORY PARRISH,"8916 M 140,BERRIEN CENTER,MI,49102",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BERTRAND CHARTER TOWNSHIP,SHERYL  MILLER ,"3835 BUFFALO RD,DROP BOX IN FRONT,BUCHANAN,MI,49107",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BERTRAND CHARTER TOWNSHIP,SHERYL  MILLER ,"3835 BUFFALO RD,SLOT IN ENTRYWAY DOOR.,BUCHANAN,MI,49107",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BRIDGMAN CITY,KACI JONES,"9765 MAPLE ST.,BRIDGMAN,MI,49106",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,BUCHANAN CITY,KALLA LANGSTON,"302 N REDBUD TRAIL,BOX IS IN CITY HALL PARKING LOT,BUCHANAN,MI,49107",
BERRIEN,BUCHANAN CHARTER TOWNSHIP,WENDI L HEYLIGER,"15235 MAIN STREET,BUCHANAN,MI,49107",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,CHIKAMING TOWNSHIP,PAULA DUDIAK,"13535 RED ARROW HWY,INSIDE LOBBY,HARBERT,MI,49115",MONDAY 8:00AM - 12:00PM AND 12:30PM - 4:00PM;TUESDAY 8:00AM - 12:00PM AND 12:30PM - 4:00PM;WEDNESDAY 8:00AM - 12:00PM AND 12:30PM - 4:00PM;THURSDAY 8:00AM - 12:00PM AND 12:30PM - 4:00PM;FRIDAY 8:00AM - 12:00PM AND 12:30PM - 4:00PM;
BERRIEN,CHIKAMING TOWNSHIP,PAULA DUDIAK,"13535 RED ARROW HWY,OUTSIDE MAIL SLOT,HARBERT,MI,49115",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,COLOMA CITY,KELLY CLEMENTS,"119 N. Paw Paw Street,Coloma,MI,49038",24/7
BERRIEN,COLOMA CHARTER TOWNSHIP,SHEILA HICKMOTT,"4919 PAW PAW LAKE ROAD,COLOMA,MI,49038",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,GALIEN TOWNSHIP,JENNIFER RICHTER,"305 KILEY DRIVE,GALIEN,MI,49113",
BERRIEN,HAGAR TOWNSHIP,TOM ALLEN,"3900 RIVERSIDE RD,BENTON HARBOR,MI,49022",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,LAKE CHARTER TOWNSHIP,MIRANDA COMPANION,"3220 SHAWNEE ROAD,BRIDGMAN,MI,49106",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,LINCOLN CHARTER TOWNSHIP,MICHAEL  BROWN,"2055 W. JOHN BEERS RD,STEVENSVILLE,MI,49127",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,LINCOLN CHARTER TOWNSHIP,MICHAEL  BROWN,"2055 WEST JOHN BEERS RD,STEVENSVILLE,MI,49127",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,NEW BUFFALO CITY,AMY FIDLER,"224 W. BUFFALO ST.,NEW BUFFALO,MI,49117",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,NEW BUFFALO CITY,AMY FIDLER,"224 W. BUFFALO ST.,NEW BUFFALO,MI,49117",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,NEW BUFFALO TOWNSHIP,MICHELLE HANNON,"17425 RED ARROW HWY,ON THE BUILDING TO THE LEFT OF THE FRONT DOORS.,NEW BUFFFALO,MI,49117",
BERRIEN,NILES CITY,TINA BERGMAN,"333 N 2ND STREET,NILES,MI,49120",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,NILES CHARTER TOWNSHIP,"DANIEL C. PULASKI, JR.","320 BELL ROAD,NILES,MI,49120",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,ORONOKO CHARTER TOWNSHIP,MICHELLE BOLIN,"4583 E. SNOW ROAD,BERRIEN SPRINGS,MI,49103",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,PIPESTONE TOWNSHIP,DEBORAH CREWS,"7185 N. ELM,EAU CLAIRE,MI,49111",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,ROYALTON TOWNSHIP,RACHEL BERNARD,"980 MINERS RD,SAINT JOSEPH,MI,49085",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,ST JOSEPH CITY,ABBY BENNETT,"700 BROAD STREET,ST. JOSEPH,MI,49085",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,ST JOSEPH CHARTER TOWNSHIP,PATRICE ROSE,"3000 WASHINGTON AVE.,ST. JOSEPH,MI,49085",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,SODUS TOWNSHIP,CHERYL ANDRES,"4056 KING DRIVE,SODUS,MI,49126",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,THREE OAKS TOWNSHIP,MARCIE MILES,"6810 US HWY 12,THREE OAKS,MI,49128",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,WATERVLIET CITY,MELANIE MARVIN,"158 W PLEASANT ST,WATERVLIET,MI,49098",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,WATERVLIET CHARTER TOWNSHIP,LINDA RIZZO,"4959 N. M-140 HWY.,WATERVLIET,MI,49098",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BERRIEN,WEESAW TOWNSHIP,ERIKA BURCHAM,"13518 STATE ST.,NEW TROY,MI,49119",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,ALGANSEE TOWNSHIP,CHANTAL PAXTON,"376 S RAY QUINCY  RD,QUINCY,MI,49082",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,BETHEL TOWNSHIP,LORI BREWER,"439 S. SNOW PRAIRIE ROAD,BRONSON,MI,49028",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,BETHEL TOWNSHIP,LORI BREWER,"453 W. HATMAKER ROAD,BRONSON,MI,49028",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,BRONSON CITY,JACOB  GAUTHIER,"141 S MATTESON ST,BRONSON,MI,49028",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,BRONSON TOWNSHIP,RHONDA NOBLE,"973 WEAVER RD,BRONSON,MI,49028",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,BUTLER TOWNSHIP,LINDA HAMMONTREE,"993 BUTLER ROAD,QUINCY,MI,49082",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,CALIFORNIA TOWNSHIP,MICHAEL HATT,"1019 COPELAND ROAD,MONTGOMERY,MI,49255",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,COLDWATER CITY,SHAUNA CHAVEZ,"1 GRAND ST,INSIDE,COLDWATER,MI,49036",MONDAY 8:00AM - 5:00PM;TUESDAY 8:00AM - 5:00PM;WEDNESDAY 8:00AM - 5:00PM;THURSDAY 8:00AM - 5:00PM;FRIDAY 8:00AM - 5:00PM;
BRANCH,COLDWATER CITY,SHAUNA CHAVEZ,"1 GRAND ST,OUTSIDE,COLDWATER,MI,49036",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,COLDWATER TOWNSHIP,NATE GILCHRIST,"319 SPRAGUE ROAD,COLDWATER,MI,49036",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,COLDWATER TOWNSHIP,NATE GILCHRIST,"319 SPRAGUE ROAD,COLDWATER,MI,49036",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,GIRARD TOWNSHIP,KATHY WEIGT,"1009 MARSHALL RD,COLDWATER,MI,49036",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,KINDERHOOK TOWNSHIP,PAM TOOMAN,"797 S ANGOLA RD,COLDWATER,MI,49036",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,MATTESON TOWNSHIP,KARON JO FISHER-BARR,"850 S WERNERS LNDG DR,BRONSON,MI,49028",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,NOBLE TOWNSHIP,REBECCA THURSTON,"973 SOUTHERN RD,BRONSON,MI,49028",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,OVID TOWNSHIP,AMY HAVASY,"381 S ANGOLA RD,COLDWATER,MI,49036",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,QUINCY TOWNSHIP,CINDY HARLETON,"11 N MAIN ST,QUINCY,MI,49082",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,SHERWOOD TOWNSHIP,HANNAH SMITH,"548 N MAIN ST,SHERWOOD,MI,49089",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
BRANCH,UNION TOWNSHIP,SHARON BOLEY,"191 N BROADWAY ST,UNION CITY,MI,49094",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,ALBION CITY,JILL DOMINGO,"112 W CASS STREET,ALBION,MI,49224",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,ALBION TOWNSHIP,KATHY GRUNDEMANN,"28051 F Drive South,Albion ,MI,49224",24/7
CALHOUN,ALBION TOWNSHIP,KATHY GRUNDEMANN,"28051 F DRIVE SOUTH,SIDEWALK AT FRONT ENTRANCE,ALBION,MI,49224",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,ATHENS TOWNSHIP,DEBERA DENNEY,"ATHENS TOWNSHIP HALL,130 EAST BURR OAK STREET,ATHENS,MI,49011",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,BATTLE CREEK CITY,VICTORIA HOUSER,"10 N. DIVISION STREET, ROOM 111,CITY HALL,BATTLE CREEK,MI,49014",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,BATTLE CREEK CITY,VICTORIA HOUSER,"BATTLE CREEK CITY HALL,10 N. DIVISION STREET,BATTLE CREEK,MI,49014",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,BATTLE CREEK CITY,VICTORIA HOUSER,"CITY HALL LOBBY,10 N. DIVISION STREET,BATTLE CREEK,MI,49014",MONDAY 8:00AM - 5:00PM;TUESDAY 8:00AM - 5:00PM;WEDNESDAY 8:00AM - 5:00PM;THURSDAY 8:00AM - 5:00PM;FRIDAY 8:00AM - 5:00PM;
CALHOUN,BATTLE CREEK CITY,VICTORIA HOUSER,"FIRE STATION #6,2401 CAPITAL AVENUE SW,BATTLE CREEK,MI,49015",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,BEDFORD TOWNSHIP,JOYCE FERACO,"115 S. ULDRIKS DR.,BATTLE CREEK,MI,49037",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,BURLINGTON TOWNSHIP,DARLENE MACK,"135 ELM STREET,BURLINGTON,MI,49029",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
CALHOUN,CLARENCE TOWNSHIP,SHERYL PROTEAU,"27052  R DRIVE NORTH,ALBION,MI,49224",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,CLARENCE TOWNSHIP,SHERYL PROTEAU,"27052 R DRIVE NORTH,ALBION,MI,49224",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,CLARENDON TOWNSHIP,ERICKA TRYON,"21947 R DRIVE S.,HOMER,MI,49245",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,CONVIS TOWNSHIP,KIMBERLY COLLINS,"19500 15 MILE RD,MARSHALL,MI,49068",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
CALHOUN,ECKFORD TOWNSHIP,LE ANNE  BLIGHT,"21000 F Drive South,Marshall,MI,49068",24/7
